disease_name,ratio_name,numerator_name,numerator_tissues,denominator_name,denominator_tissues
size,3-hydroxyoleoylcarnitine to 10-nonadecenoate (19:1n9),3-hydroxyoleoylcarnitine,,10-nonadecenoate (19:1n9),Blood | Feces | Placenta
size,3-hydroxyoleoylcarnitine to margarate (17:0),3-hydroxyoleoylcarnitine,,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
size,margarate (17:0) to Hexanoylcarnitine,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine,hexanoylcarnitine (c6),Blood | Feces | Placenta | Urine
smoking cessation,"1,7-dimethyluric acid to paraxanthine","1,7-dimethylurate",Blood | Feces | Kidney | Liver | Urine,paraxanthine,Blood | Cerebrospinal Fluid (CSF) | Feces | Kidney | Liver | Placenta | Prostate | Saliva | Urine
smoking cessation,1-methylxanthine to paraxanthine,1-methylxanthine,Blood | Feces | Kidney | Liver | Urine,paraxanthine,Blood | Cerebrospinal Fluid (CSF) | Feces | Kidney | Liver | Placenta | Prostate | Saliva | Urine
smoking cessation,"3-methylxanthine to 3,7-dimethylurate",3-methylxanthine,Blood | Feces | Kidney | Liver | Urine,"3,7-dimethylurate",Blood | Feces | Kidney | Liver | Urine
smoking cessation,3-methylxanthine to 3-indoxyl sulfate,3-methylxanthine,Blood | Feces | Kidney | Liver | Urine,6-hydroxyindole sulfate,Blood | Feces | Kidney | Placenta | Prostate | Skeletal Muscle | Urine
smoking cessation,3-methylxanthine to 3-indoxyl sulfate,3-methylxanthine,Blood | Feces | Kidney | Liver | Urine,3-indoxyl sulfate,Blood | Feces | Kidney | Placenta | Prostate | Skeletal Muscle | Urine
smoking cessation,3-methylxanthine to 6-hydroxyindole sulfate,3-methylxanthine,Blood | Feces | Kidney | Liver | Urine,6-hydroxyindole sulfate,Blood | Feces | Kidney | Placenta | Prostate | Skeletal Muscle | Urine
smoking cessation,3-methylxanthine to 6-hydroxyindole sulfate,3-methylxanthine,Blood | Feces | Kidney | Liver | Urine,3-indoxyl sulfate,Blood | Feces | Kidney | Placenta | Prostate | Skeletal Muscle | Urine
smoking cessation,3-methylxanthine to 7-methylxanthine,3-methylxanthine,Blood | Feces | Kidney | Liver | Urine,7-methylxanthine,Blood | Feces | Kidney | Liver | Urine
smoking cessation,3-methylxanthine to indolin-2-one,3-methylxanthine,Blood | Feces | Kidney | Liver | Urine,indolin-2-one,Feces | Saliva
smoking cessation,3-methylxanthine to paraxanthine,3-methylxanthine,Blood | Feces | Kidney | Liver | Urine,paraxanthine,Blood | Cerebrospinal Fluid (CSF) | Feces | Kidney | Liver | Placenta | Prostate | Saliva | Urine
smoking cessation,3-methylxanthine to theobromine,3-methylxanthine,Blood | Feces | Kidney | Liver | Urine,theobromine,Blood | Cerebrospinal Fluid (CSF) | Feces | Kidney | Liver | Placenta | Saliva | Urine
smoking cessation,7-methylxanthine to theobromine,7-methylxanthine,Blood | Feces | Kidney | Liver | Urine,theobromine,Blood | Cerebrospinal Fluid (CSF) | Feces | Kidney | Liver | Placenta | Saliva | Urine
smoking cessation,acisoga to 3-methylxanthine,acisoga,Feces | Urine,3-methylxanthine,Blood | Feces | Kidney | Liver | Urine
strand of hair color,dihomo-linolenate (20:3n3 or n6) to 2-hydroxypalmitate,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,2-hydroxypalmitate,Feces | Placenta
strand of hair color,dihomo-linolenate (20:3n3 or n6) to n-stearoyl-sphingadienine (d18:2/18:0)*,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,n-stearoyl-sphingadienine (d18:2/18:0)*,Feces
strand of hair color,dihomo-linolenate (20:3n3 or n6) to palmitoleoylcarnitine (c16:1)*,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,palmitoleoylcarnitine (c16:1)*,
strand of hair color,dihomo-linolenate (20:3n3 or n6) to tetradecadienoate (14:2)*,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,tetradecadienoate (14:2)*,
systolic blood pressure,vanillylmandelate (vma) to homovanillate (hva),vanillylmandelate (vma),Blood | Feces | Saliva | Thyroid Gland | Urine | Epidermis | Adrenal Gland,homovanillate (hva),Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Saliva | Urine | Brain
type 2 diabetes mellitus,gamma-glutamylleucine to gamma-glutamyltyrosine,gamma-glutamylleucine,Blood | Feces | Placenta,gamma-glutamyltyrosine,Blood | Feces
waist circumference,1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)* to docosapentaenoate (n6 dpa; 22:5n6),1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)*,Feces | Placenta | All Tissues | Brain,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
waist circumference,3-hydroxylaurate to pimeloylcarnitine/3-methyladipoylcarnitine (c7-dc),3-hydroxylaurate,Blood | Feces | Placenta,pimeloylcarnitine/3-methyladipoylcarnitine (c7-dc),Blood | Feces | Urine
waist circumference,cis-4-decenoate (10:1n6)* to tetradecadienoate (14:2)*,cis-4-decenoate (10:1n6)*,Liver | Skeletal Muscle | Heart,tetradecadienoate (14:2)*,
waist circumference,dihomo-linoleate (20:2n6) to docosapentaenoate (n6 dpa; 22:5n6),dihomo-linoleate (20:2n6),Blood | Feces | Placenta,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
waist circumference,dihomo-linoleate (20:2n6) to tetradecadienoate (14:2)*,dihomo-linoleate (20:2n6),Blood | Feces | Placenta,tetradecadienoate (14:2)*,
waist circumference,docosadienoate (22:2n6) to docosapentaenoate (n6 dpa; 22:5n6),docosadienoate (22:2n6),Feces | Placenta,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
waist circumference,docosapentaenoate (n6 dpa; 22:5n6) to 10-heptadecenoate (17:1n7),docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine,10-heptadecenoate (17:1n7),Blood | Feces | Placenta
waist circumference,docosapentaenoate (n6 dpa; 22:5n6) to 10-nonadecenoate (19:1n9),docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine,10-nonadecenoate (19:1n9),Blood | Feces | Placenta
waist circumference,docosapentaenoate (n6 dpa; 22:5n6) to eicosenoate (20:1),docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine,eicosenoate (20:1),
waist circumference,docosapentaenoate (n6 dpa; 22:5n6) to palmitate (16:0),docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
waist circumference,docosapentaenoate (n6 dpa; 22:5n6) to palmitoleate (16:1n7),docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
waist circumference,docosapentaenoate (n6 dpa; 22:5n6) to stearate (18:0),docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
waist circumference,docosapentaenoate n3 DPA; 22:5n3 to tetradecadienoate (14:2)*,docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,tetradecadienoate (14:2)*,
waist circumference,hexadecadienoate (16:2n6) to docosapentaenoate (n6 dpa; 22:5n6),hexadecadienoate (16:2n6),Feces,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
waist circumference,linoleate (18:2n6) to docosapentaenoate (n6 dpa; 22:5n6),linoleate (18:2n6),,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
waist circumference,tetradecadienoate (14:2)* to pimeloylcarnitine/3-methyladipoylcarnitine (c7-dc),tetradecadienoate (14:2)*,,pimeloylcarnitine/3-methyladipoylcarnitine (c7-dc),Blood | Feces | Urine
whole body water mass,"n6,n6,n6-trimethyllysine to deoxycarnitine","n6,n6,n6-trimethyllysine",Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Testis | Urine,deoxycarnitine,Blood | Feces | Kidney | Liver | Placenta | Saliva | Urine
